"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"경상남도 창원마산회원구 양덕동","153-5","0153","0005","비젼","68.47","202211","26","15,000","15","2005","해안대로 607","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 양덕동","54-3","0054","0003","장미","51.39","202211","16","7,300","2","1983","양덕동10길 10","","중개거래","경남 김해시"
"경상남도 창원마산회원구 양덕동","910","0910","0000","한일3","84.9326","202211","7","30,600","5","2003","삼호로 151","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 양덕동","74-1","0074","0001","한일타운","59.94","202211","28","16,000","6","1994","양덕서8길 25","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 양덕동","64-1","0064","0001","한일타운2","59.988","202211","9","20,600","7","1996","양덕로 151","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 회성동","447-18","0447","0018","회성빌라","83.125","202211","4","6,800","7","1993","회성시장2길 38","20221130","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 회성동","447-18","0447","0018","회성빌라","83.125","202211","4","6,800","7","1993","회성시장2길 38","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 회원동","313","0313","0000","e-편한세상창원파크센트럴","84.9798","202211","2","48,500","15","2020","회원남로 65","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 회원동","313","0313","0000","e-편한세상창원파크센트럴","103.2221","202211","8","43,000","4","2020","회원남로 65","","직거래","-"
"경상남도 창원마산회원구 회원동","403-3","0403","0003","삼성메르빌","84.662","202211","17","14,100","15","2004","회원남1길 49","","직거래","-"
"경상남도 창원마산회원구 회원동","403-3","0403","0003","삼성메르빌","84.514","202211","21","22,000","13","2004","회원남1길 49","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 회원동","642-5","0642","0005","서광2","65.7","202211","5","8,400","1","1985","회원남로 5","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 회원동","648-1","0648","0001","회원주공","59.89","202211","15","12,000","15","2002","회원서11길 21","","직거래","-"
"경상남도 창원성산구 가음동","13","0013","0000","창원가음한화꿈에그린","70.9062","202211","16","52,100","15","2017","원이대로878번길 9","","중개거래","경남 창원성산구"
"경상남도 창원성산구 가음동","16","0016","0000","창원더샵센트럴파크2단지","84.768","202211","5","56,300","19","2017","원이대로863번길 19","","중개거래","경남 창원성산구"
"경상남도 창원성산구 가음동","15","0015","0000","창원더샵센트럴파크3단지","84.8074","202211","3","58,000","24","2017","원이대로863번길 7","","중개거래","경남 창원성산구"
"경상남도 창원성산구 가음동","15","0015","0000","창원더샵센트럴파크3단지","98.8452","202211","9","67,900","26","2017","원이대로863번길 7","","중개거래","경남 창원성산구"
"경상남도 창원성산구 가음동","15","0015","0000","창원더샵센트럴파크3단지","84.768","202211","11","57,500","23","2017","원이대로863번길 7","","중개거래","경남 창원성산구"
"경상남도 창원성산구 가음동","12","0012","0000","창원센텀푸르지오","101.9376","202211","7","70,500","11","2018","가음정로 59","","중개거래","경남 창원성산구"
"경상남도 창원성산구 가음동","12","0012","0000","창원센텀푸르지오","84.9584","202211","12","59,000","24","2018","가음정로 59","","중개거래","경남 창원성산구"
"경상남도 창원성산구 가음동","12","0012","0000","창원센텀푸르지오","84.9004","202211","18","60,000","4","2018","가음정로 59","","중개거래","경남 창원성산구"
"경상남도 창원성산구 가음동","20-12","0020","0012","태주실업","38.34","202211","15","21,500","5","1988","대정로 26","","중개거래","경남 창원진해구"
"경상남도 창원성산구 남산동","601-26","0601","0026","남산효성해링턴플레이스","79.3703","202211","12","30,000","3","2018","정동로162번길 78","","중개거래","경남 창원성산구"
"경상남도 창원성산구 남산동","601-26","0601","0026","남산효성해링턴플레이스","59.8625","202211","25","25,300","8","2018","정동로162번길 78","","중개거래","경남 창원성산구"
"경상남도 창원성산구 남산동","601-7","0601","0007","대우사원","37.74","202211","2","7,000","4","1991","정동로162번길 81","","중개거래","경남 창원성산구"
"경상남도 창원성산구 남양동","20","0020","0000","성원1차","79.81","202211","2","25,500","10","1991","대정로 73","","중개거래","경남 창원성산구"
"경상남도 창원성산구 남양동","20","0020","0000","성원1차","84.97","202211","2","27,500","13","1991","대정로 73","","중개거래","경남 창원성산구"
"경상남도 창원성산구 남양동","22","0022","0000","성원2차","84.92","202211","12","28,000","7","1992","대정로 99","","중개거래","경남 창원성산구"
"경상남도 창원성산구 남양동","22","0022","0000","성원2차","84.92","202211","12","26,000","8","1992","대정로 99","","중개거래","경남 창원성산구"
"경상남도 창원성산구 남양동","23","0023","0000","위드파크아파트","53.82","202211","3","17,800","8","1998","가양로 99","","중개거래","부산 동래구"
"경상남도 창원성산구 남양동","23","0023","0000","위드파크아파트","53.82","202211","13","18,200","1","1998","가양로 99","","중개거래","경남 창원성산구"
"경상남도 창원성산구 남양동","23","0023","0000","위드파크아파트","53.82","202211","15","18,800","11","1998","가양로 99","","중개거래","경남 창원성산구"
"경상남도 창원성산구 남양동","23","0023","0000","위드파크아파트","53.82","202211","17","18,800","6","1998","가양로 99","","중개거래","경남 창원성산구"
"경상남도 창원성산구 남양동","24","0024","0000","피오르빌","39.7","202211","10","14,500","13","1995","대정로 84","","중개거래","경남 창원성산구"
"경상남도 창원성산구 남양동","24","0024","0000","피오르빌","39.7","202211","14","14,150","5","1995","대정로 84","","중개거래","경남 창원성산구"
"경상남도 창원성산구 남양동","24","0024","0000","피오르빌","39.7","202211","21","15,800","4","1995","대정로 84","","중개거래","경남 창원성산구"
"경상남도 창원성산구 내동","452-14","0452","0014","월드메르디앙웨스턴애비뉴","59.9294","202211","5","22,000","4","2009","삼동로128번길 24","","중개거래","경남 창원성산구"
"경상남도 창원성산구 내동","452-14","0452","0014","월드메르디앙웨스턴애비뉴","115.4394","202211","22","30,000","4","2009","삼동로128번길 24","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","357","0357","0000","개나리1차","49.41","202211","7","16,500","11","1992","대정로 149","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","357","0357","0000","개나리1차","42.18","202211","10","17,000","12","1992","대정로 149","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","357","0357","0000","개나리1차","49.41","202211","10","16,100","6","1992","대정로 149","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","357","0357","0000","개나리1차","42.18","202211","24","15,800","1","1992","대정로 149","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","357","0357","0000","개나리1차","42.18","202211","25","16,100","14","1992","대정로 149","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","358","0358","0000","대동","59.99","202211","4","19,000","14","1992","대정로 142","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","358","0358","0000","대동","49.94","202211","14","16,900","17","1992","대정로 142","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","371","0371","0000","대동디지털황토방","59.7686","202211","3","32,000","14","2001","창이대로881번길 8","","중개거래","경남 창원의창구"
"경상남도 창원성산구 대방동","376","0376","0000","대방그린빌","39.715","202211","9","14,000","18","1996","대암로 256","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","374","0374","0000","대방동성","60","202211","23","22,000","3","1996","대암로 282","","직거래","-"
"경상남도 창원성산구 대방동","356","0356","0000","덕산타운1","84.98","202211","3","27,600","2","1990","대정로 131","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","356","0356","0000","덕산타운1","131.68","202211","5","34,000","14","1990","대정로 131","","직거래","-"
"경상남도 창원성산구 대방동","356","0356","0000","덕산타운1","59.95","202211","23","20,600","1","1990","대정로 131","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","355","0355","0000","성원남산3차","47.97","202211","1","14,000","6","1992","대암로 126","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","355","0355","0000","성원남산3차","49.68","202211","2","14,500","5","1992","대암로 82","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","355","0355","0000","성원남산3차","47.97","202211","8","12,500","9","1992","대암로 126","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","355","0355","0000","성원남산3차","47.97","202211","9","11,000","3","1992","대암로 126","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","355","0355","0000","성원남산3차","59.34","202211","10","18,500","2","1992","대암로 82","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","355","0355","0000","성원남산3차","47.97","202211","15","13,100","7","1992","대암로 126","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대원동","80-1","0080","0001","대동1차황토방","120.93","202211","2","30,000","15","1999","창원대로 548","","중개거래","경남 창원성산구"
"경상남도 창원성산구 반림동","10","0010","0000","노블파크","84.99","202211","1","49,500","10","2007","원이대로 449","","직거래","-"
